,Suburb,Address,Type,Price,Method,Date,Distance,Postcode,Landsize,Lattitude,Longtitude,Regionname,Propertycount
1302,Ascot Vale,1/60 The Parade,Unit,690000.0,Property sold,2016-05-22,5.9,3032,0.0,-37.7728,144.9169,Western Metropolitan,6567
1303,Reservoir,13 Southernhay St,House,787000.0,Property sold,2016-05-22,11.2,3073,563.0,-37.7258,145.0129,Northern Metropolitan,21650
1304,Brunswick,35 Charles St,House,871000.0,Property sold,2016-05-22,5.2,3056,215.0,-37.7722,144.9637,Northern Metropolitan,11918
1305,Brunswick West,9/39 Heller St,Unit,330000.0,Property sold,2016-05-22,5.9,3055,0.0,-37.7748,144.9483,Northern Metropolitan,7082
1306,Brunswick West,3/447 Brunswick Rd,Unit,400000.0,Property sold,2016-05-22,5.9,3055,0.0,-37.7752,144.9463,Northern Metropolitan,7082
1307,Brunswick,5 Hanover St,House,985000.0,Property sold,2016-05-22,5.2,3056,384.0,-37.7626,144.9535,Northern Metropolitan,11918
1308,Port Melbourne,410/54 Nott St,Unit,520000.0,Property sold,2016-05-22,3.8,3207,0.0,-37.8407,144.9389,Southern Metropolitan,8648
1309,Port Melbourne,141/95 Rouse St,Unit,1250000.0,Vendor Bid,2016-05-22,3.8,3207,0.0,-37.8435,144.9415,Southern Metropolitan,8648
1310,Prahran,1/38 Donald St,Townhouse,1540000.0,Property sold,2016-05-22,4.5,3181,113.0,-37.8481,144.9869,Southern Metropolitan,7717
1311,Kensington,57 Eastwood St,House,813500.0,Property sold prior,2016-05-22,4.2,3031,165.0,-37.7907,144.9303,Northern Metropolitan,5263
1312,Brunswick,64 Hanover St,House,1250000.0,Property sold,2016-05-22,5.2,3056,483.0,-37.7602,144.9543,Northern Metropolitan,11918
1313,Brunswick,1/21 Jones St,House,542000.0,Property sold,2016-05-22,5.2,3056,0.0,-37.7618,144.9662,Northern Metropolitan,11918
1314,Reservoir,1/15 Chenies St,Unit,450000.0,Vendor Bid,2016-05-22,11.2,3073,179.0,-37.7108,145.0289,Northern Metropolitan,21650
1315,Camberwell,6/11 Seymour Gr,Unit,530000.0,Property passed in,2016-05-22,7.8,3124,0.0,-37.8361,145.0599,Southern Metropolitan,8920
1316,Reservoir,10 Gilbank St,House,921500.0,Property sold,2016-05-22,11.2,3073,527.0,-37.7238,144.9964,Northern Metropolitan,21650
1317,Maribyrnong,31 Forge Cl,Townhouse,675000.0,Property sold prior,2016-05-22,8.7,3032,210.0,-37.7732,144.879,Western Metropolitan,4918
1318,Maribyrnong,6/4 Belvedere Cl,House,780000.0,Vendor Bid,2016-05-22,8.7,3032,173.0,-37.773,144.8947,Western Metropolitan,4918
1319,Brunswick,8/2 Pottery Ct,Townhouse,641000.0,Property sold prior,2016-05-22,5.2,3056,0.0,-37.7703,144.9533,Northern Metropolitan,11918
1320,Reservoir,2/10 Odowd St,Townhouse,490000.0,Property sold,2016-05-22,11.2,3073,126.0,-37.7186,145.0166,Northern Metropolitan,21650
1321,Keilor East,1/67 Milleara Rd,Unit,502000.0,Property sold,2016-05-22,12.8,3033,0.0,-37.7346,144.8646,Western Metropolitan,5629
1322,Brunswick,15/11 Aberdeen St,Unit,350000.0,Property sold,2016-05-22,5.2,3056,0.0,-37.7671,144.9702,Northern Metropolitan,11918
1323,Brighton East,6 Murray St,House,1450000.0,Property passed in,2016-05-22,10.7,3187,527.0,-37.9061,145.0238,Southern Metropolitan,6938
1324,Moonee Ponds,2/118 Holmes Rd,Unit,330000.0,Property sold prior,2016-05-22,6.9,3039,0.0,-37.7654,144.9094,Western Metropolitan,6232
1325,Brunswick East,160 Glenlyon Rd,House,825000.0,Property passed in,2016-05-22,4.5,3057,213.0,-37.7729,144.9724,Northern Metropolitan,5533
1326,Sunshine,18 Barnett St,House,700000.0,Property sold prior,2016-05-22,12.6,3020,505.0,-37.7817,144.8448,Western Metropolitan,3755
1327,Sunshine,24 McIntosh St,House,571000.0,Property sold,2016-05-22,12.6,3020,589.0,-37.7856,144.8177,Western Metropolitan,3755
1328,Sunshine,6 Station Pl,House,835000.0,Property sold,2016-05-22,12.6,3020,465.0,-37.7905,144.836,Western Metropolitan,3755
1329,Avondale Heights,20 Westminster Dr,House,892500.0,Property sold,2016-05-22,10.5,3034,586.0,-37.7642,144.8603,Western Metropolitan,4502
1330,Thornbury,2/121 Darebin Rd,Unit,605000.0,Property sold,2016-05-22,6.5,3071,133.0,-37.7641,145.0104,Northern Metropolitan,8870
1331,Brunswick East,15 Ethel St,House,957000.0,Property sold,2016-05-22,4.5,3057,148.0,-37.7722,144.9751,Northern Metropolitan,5533
1332,Thornbury,144 Clarendon St,House,1290000.0,Property sold prior,2016-05-22,6.5,3071,435.0,-37.7607,145.0105,Northern Metropolitan,8870
1333,Hadfield,35 Angus St,House,591000.0,Property sold,2016-05-22,12.1,3046,557.0,-37.7079,144.9432,Northern Metropolitan,2606
1334,Hawthorn East,122 Victoria Rd,House,2775000.0,Property passed in,2016-05-22,7.5,3123,864.0,-37.8231,145.0535,Southern Metropolitan,6482
1335,Hawthorn East,43 Mayston St,House,1625000.0,Property sold,2016-05-22,7.5,3123,372.0,-37.8267,145.054,Southern Metropolitan,6482
1336,Hadfield,19 Barbara St,House,550000.0,Property sold prior,2016-05-22,12.1,3046,610.0,-37.7107,144.9419,Northern Metropolitan,2606
1337,Hawthorn East,75 Leura Gr,House,3020000.0,Property sold,2016-05-22,7.5,3123,832.0,-37.8377,145.0541,Southern Metropolitan,6482
1338,Albert Park,10/140 Kerferd Rd,Unit,647000.0,Property sold,2016-05-22,3.3,3206,0.0,-37.846,144.9542,Southern Metropolitan,3280
1339,Thornbury,8/89 Ballantyne St,Unit,245000.0,Vendor Bid,2016-05-22,6.5,3071,0.0,-37.7581,144.9944,Northern Metropolitan,8870
1340,Avondale Heights,2 Hillman Ct,House,1100000.0,Vendor Bid,2016-05-22,10.5,3034,873.0,-37.7609,144.8639,Western Metropolitan,4502
1341,Balwyn North,85a Woodville St,House,1335000.0,Property sold,2016-05-22,9.2,3104,368.0,-37.7846,145.0935,Southern Metropolitan,7809
1342,Balwyn North,1 Morris St,House,1900000.0,Vendor Bid,2016-05-22,9.2,3104,691.0,-37.8022,145.0775,Southern Metropolitan,7809
1343,Watsonia,18 Papua St,House,922000.0,Property sold,2016-05-22,14.9,3087,798.0,-37.7112,145.0869,Northern Metropolitan,2329
1344,Jacana,3 Fidge Ct,House,600000.0,Property sold,2016-05-22,14.5,3047,647.0,-37.6904,144.9121,Northern Metropolitan,851
1345,Glenroy,37 Farview St,Townhouse,420000.0,Property sold prior,2016-05-22,13.0,3046,307.0,-37.7117,144.9348,Northern Metropolitan,8870
1346,Glenroy,106 Outlook Dr,House,600000.0,Property sold,2016-05-22,13.0,3046,541.0,-37.7051,144.9069,Northern Metropolitan,8870
1347,Viewbank,40 Castleton Rd,House,820000.0,Property sold,2016-05-22,13.8,3084,628.0,-37.7314,145.0941,Eastern Metropolitan,2698
1348,Ivanhoe East,333 The Boulevard,House,1797000.0,Property sold,2016-05-22,9.0,3079,826.0,-37.7793,145.0654,Eastern Metropolitan,1554
1349,Fitzroy,60 Bell St,House,1620000.0,Property sold,2016-05-22,1.6,3065,132.0,-37.8004,144.9768,Northern Metropolitan,5825
1350,Heidelberg,34 Martin St,House,1031000.0,Property sold,2016-05-22,10.6,3084,570.0,-37.7523,145.0604,Eastern Metropolitan,2890
1351,Heidelberg,1/58 Darebin St,Townhouse,808000.0,Property sold,2016-05-22,10.6,3084,255.0,-37.7537,145.0637,Eastern Metropolitan,2890
1352,Fitzroy,10/5 St David St,Unit,850000.0,Vendor Bid,2016-05-22,1.6,3065,2782.0,-37.8005,144.9787,Northern Metropolitan,5825
1353,Toorak,8/17 Myoora Rd,Unit,540000.0,Vendor Bid,2016-05-22,4.6,3142,0.0,-37.8432,145.0206,Southern Metropolitan,7217
1354,Bellfield,305 Bell St,House,645000.0,Property sold prior,2016-05-22,9.5,3081,631.0,-37.7506,145.043,Eastern Metropolitan,790
1355,Avondale Heights,8 Herbert St,House,705000.0,Property sold,2016-05-22,10.5,3034,581.0,-37.7691,144.8575,Western Metropolitan,4502
1356,Balwyn North,3 Capella St,House,1389000.0,Property sold,2016-05-22,9.2,3104,701.0,-37.7867,145.0718,Southern Metropolitan,7809
1357,Balwyn North,3/1 Corhampton Rd,House,685000.0,Property sold prior,2016-05-22,9.2,3104,177.0,-37.7935,145.0679,Southern Metropolitan,7809
1358,Hawthorn East,13 Clive Rd,House,2450000.0,Vendor Bid,2016-05-22,7.5,3123,523.0,-37.8319,145.0503,Southern Metropolitan,6482
1359,Strathmore,138a Lebanon St,House,630000.0,Property sold,2016-05-22,9.7,3041,378.0,-37.7245,144.9097,Western Metropolitan,3284
1360,Williamstown,116a Hannan St,House,975000.0,Property passed in,2016-05-22,8.0,3016,289.0,-37.8593,144.8881,Western Metropolitan,6380
1361,Sunshine North,35 Furlong Rd,House,591000.0,Property sold,2016-05-22,13.3,3020,673.0,-37.7623,144.8272,Western Metropolitan,4217
1362,Hadfield,100 South St,House,330000.0,Vendor Bid,2016-05-22,12.1,3046,249.0,-37.714,144.939,Northern Metropolitan,2606
1363,Templestowe Lower,5 Michael St,House,1155000.0,Property sold,2016-05-22,13.8,3107,770.0,-37.77,145.1089,Eastern Metropolitan,5420
1364,Bentleigh East,2/10 Matthews Rd,Unit,485000.0,Property sold prior,2016-05-22,13.9,3165,0.0,-37.9292,145.0708,Southern Metropolitan,10969
1365,Surrey Hills,34 Barton St,House,1850000.0,Property sold,2016-05-22,11.2,3127,632.0,-37.8173,145.1003,Southern Metropolitan,5457
1366,Bentleigh East,54 Elizabeth St,House,1197000.0,Property sold,2016-05-22,13.9,3165,692.0,-37.9232,145.0563,Southern Metropolitan,10969
1367,Carlton,309/20 Reeves St,Unit,310000.0,Property passed in,2016-05-22,1.8,3053,0.0,-37.7929,144.9705,Northern Metropolitan,6786
1368,Bentleigh East,1/26 Patricia St,Unit,810000.0,Property sold,2016-05-22,13.9,3165,316.0,-37.9245,145.0773,Southern Metropolitan,10969
1369,Carlton,205/37 Palmerston St,Unit,600000.0,Property passed in,2016-05-22,1.8,3053,0.0,-37.7969,144.9742,Northern Metropolitan,6786
1370,Surrey Hills,1 Marne St,House,2125000.0,Property passed in,2016-05-22,11.2,3127,702.0,-37.8345,145.095,Southern Metropolitan,5457
1371,Surrey Hills,4/5 Middlesex Rd,Unit,656000.0,Property sold,2016-05-22,11.2,3127,951.0,-37.8261,145.0902,Southern Metropolitan,5457
1372,Footscray,51 Lynch St,House,858000.0,Property sold prior,2016-05-22,6.4,3011,313.0,-37.7966,144.9016,Western Metropolitan,7570
1373,Bentleigh East,40 Chesterville Dr,House,1115000.0,Property sold prior,2016-05-22,13.9,3165,1080.0,-37.9233,145.0674,Southern Metropolitan,10969
1374,Bentleigh East,4 Adrian St,House,780000.0,Vendor Bid,2016-05-22,13.9,3165,710.0,-37.9324,145.0577,Southern Metropolitan,10969
1375,Surrey Hills,16 Pembroke St,House,1650000.0,Property sold,2016-05-22,11.2,3127,437.0,-37.8285,145.1079,Southern Metropolitan,5457
1376,Doncaster,5 Iskandar Pl,House,1650000.0,Vendor Bid,2016-05-22,13.9,3108,500.0,-37.7863,145.1105,Eastern Metropolitan,9028
1377,Bentleigh East,39 Shrewsbury St,House,1365000.0,Property passed in,2016-05-22,13.9,3165,582.0,-37.9129,145.0598,Southern Metropolitan,10969
1378,Hawthorn,5/40 Barkers Rd,Unit,470000.0,Vendor Bid,2016-05-22,4.6,3122,0.0,-37.813,145.0207,Southern Metropolitan,11308
1379,Hawthorn,710/377 Burwood Rd,Unit,485000.0,Vendor Bid,2016-05-22,4.6,3122,0.0,-37.8226,145.0368,Southern Metropolitan,11308
1380,Sunshine North,6 Rosewall St,House,665000.0,Property sold,2016-05-22,13.3,3020,707.0,-37.7676,144.8339,Western Metropolitan,4217
1381,Alphington,5/5 Yarana Rd,Unit,390000.0,Vendor Bid,2016-05-22,6.4,3078,0.0,-37.7773,145.0314,Northern Metropolitan,2211
1382,Alphington,2c Hamilton St,House,865000.0,Property sold prior,2016-05-22,6.4,3078,180.0,-37.7802,145.0243,Northern Metropolitan,2211
1383,Bentleigh East,579 Warrigal Rd,House,700000.0,Property sold,2016-05-22,13.9,3165,456.0,-37.9314,145.0808,Southern Metropolitan,10969
1384,Fawkner,94 Major Rd,House,515000.0,Property passed in,2016-05-22,12.4,3060,599.0,-37.7071,144.9666,Northern Metropolitan,5070
1385,Fawkner,82 Lorne St,House,860000.0,Property sold,2016-05-22,12.4,3060,1075.0,-37.7156,144.9708,Northern Metropolitan,5070
1386,Fawkner,102a Jukes Rd,Townhouse,538000.0,Property sold,2016-05-22,12.4,3060,217.0,-37.7018,144.9679,Northern Metropolitan,5070
1387,Brighton,5/22 Well St,Unit,737000.0,Property sold,2016-05-22,11.2,3186,106.0,-37.9159,144.9936,Southern Metropolitan,10579
1388,Fawkner,17 Edward St,House,527000.0,Property sold,2016-05-22,12.4,3060,609.0,-37.7083,144.9644,Northern Metropolitan,5070
1389,Brighton,3/61 Martin St,Unit,880000.0,Property sold,2016-05-22,11.2,3186,138.0,-37.896,144.9957,Southern Metropolitan,10579
1390,Fawkner,1/11 Brockley Rd,House,400000.0,Property sold,2016-05-22,12.4,3060,285.0,-37.7161,144.9662,Northern Metropolitan,5070
1391,Brighton,10/32 Loller St,Unit,610000.0,Property sold,2016-05-22,11.2,3186,0.0,-37.9156,145.0013,Southern Metropolitan,10579
1392,Brighton,66 Champion St,House,3900000.0,Property sold,2016-05-22,11.2,3186,842.0,-37.9227,145.0043,Southern Metropolitan,10579
1393,Flemington,114 Shields St,House,957000.0,Property sold prior,2016-05-22,4.4,3031,165.0,-37.7847,144.9341,Northern Metropolitan,3593
1394,Hawthorn,13/506 Glenferrie Rd,Unit,290000.0,Property sold,2016-05-22,4.6,3122,1568.0,-37.8308,145.034,Southern Metropolitan,11308
1395,Fitzroy North,21 Reid St,House,899000.0,Property sold,2016-05-22,3.5,3068,153.0,-37.7851,144.9784,Northern Metropolitan,6244
1396,Fairfield,254 Rathmines St,House,2000000.0,Vendor Bid,2016-05-22,5.8,3078,575.0,-37.7671,145.0176,Northern Metropolitan,2970
1397,Fitzroy,47 Charles St,House,1600000.0,Property sold,2016-05-22,1.6,3065,261.0,-37.803,144.9806,Northern Metropolitan,5825
1398,Kingsville,17/5 Lewis St,Unit,270000.0,Vendor Bid,2016-05-22,7.8,3012,0.0,-37.8096,144.874,Western Metropolitan,1808
1399,Bentleigh,3 Somers St,House,1041000.0,Property sold,2016-05-22,13.0,3204,292.0,-37.9148,145.0243,Southern Metropolitan,6795
1400,Bentleigh,2 Marquis Rd,House,895000.0,Property sold,2016-05-22,13.0,3204,0.0,-37.9307,145.0444,Southern Metropolitan,6795
1401,Albion,12 Coolamon St,House,600000.0,Property sold prior,2016-05-22,13.9,3020,534.0,-37.7795,144.8204,Western Metropolitan,2185
1402,Albion,70 Forrest St,House,600000.0,Vendor Bid,2016-05-22,13.9,3020,697.0,-37.7842,144.8175,Western Metropolitan,2185
1403,Airport West,10 Hilbert Rd,House,685000.0,Property sold,2016-05-22,13.5,3042,579.0,-37.7226,144.8733,Western Metropolitan,3464
1404,Glen Huntly,16/89 Neerim Rd,Townhouse,636500.0,Property sold,2016-05-22,10.4,3163,0.0,-37.8866,145.0396,Southern Metropolitan,2403
1405,Oakleigh,1472 Dandenong Rd,House,750000.0,Property passed in,2016-05-22,14.0,3166,607.0,-37.8964,145.0977,Southern Metropolitan,3224
1406,South Yarra,24/384 Toorak Rd,Unit,367000.0,Property sold,2016-05-22,3.3,3141,0.0,-37.8406,145.0035,Southern Metropolitan,14887
1407,South Yarra,21 Ralston St,House,906000.0,Property sold,2016-05-22,3.3,3141,154.0,-37.8395,144.9868,Southern Metropolitan,14887
1408,South Yarra,62 Powell St,House,1945000.0,Property sold,2016-05-22,3.3,3141,194.0,-37.8395,144.9898,Southern Metropolitan,14887
1409,South Yarra,29 Nicholson St,Townhouse,2010000.0,Vendor Bid,2016-05-22,3.3,3141,163.0,-37.8425,144.9877,Southern Metropolitan,14887
1410,South Yarra,21/33 Murphy St,Unit,803000.0,Property sold,2016-05-22,3.3,3141,0.0,-37.8374,144.9903,Southern Metropolitan,14887
1411,South Yarra,3/38 Arnold St,Unit,540000.0,Property sold,2016-05-22,3.3,3141,480.0,-37.8356,144.9767,Southern Metropolitan,14887
1412,Ivanhoe,113 Green St,House,1102000.0,Property sold,2016-05-22,7.9,3079,597.0,-37.7645,145.0314,Eastern Metropolitan,5549
1413,Ivanhoe,13 Jellicoe St,House,1275000.0,Vendor Bid,2016-05-22,7.9,3079,834.0,-37.7587,145.0426,Eastern Metropolitan,5549
1414,Ivanhoe,51 Jellicoe St,House,1065000.0,Property sold,2016-05-22,7.9,3079,596.0,-37.7581,145.0371,Eastern Metropolitan,5549
1415,Altona,12 Spear Ct,Townhouse,605100.0,Property sold,2016-05-22,13.8,3018,265.0,-37.8583,144.8172,Western Metropolitan,5301
1416,Ashburton,4 Baker Pde,House,1500000.0,Property sold,2016-05-22,11.0,3147,545.0,-37.8605,145.0833,Southern Metropolitan,3052
1417,Seddon,8/294 Nicholson St,Unit,215000.0,Vendor Bid,2016-05-22,6.6,3011,0.0,-37.8087,144.8978,Western Metropolitan,2417
1418,Williamstown,104 Hannan St,House,2050000.0,Property sold,2016-05-22,8.0,3016,648.0,-37.8601,144.8879,Western Metropolitan,6380
1419,Elwood,6/26 Ruskin St,Unit,500000.0,Vendor Bid,2016-05-22,7.7,3184,0.0,-37.8761,144.9821,Southern Metropolitan,8989
1420,Williamstown,175 Douglas Pde,House,1360000.0,Property sold,2016-05-22,8.0,3016,477.0,-37.8516,144.8949,Western Metropolitan,6380
1421,Keilor Park,44 Erebus St,Townhouse,746000.0,Property sold,2016-05-22,14.5,3042,308.0,-37.7231,144.8602,Western Metropolitan,1119
1422,Southbank,601/65 Coventry St,Unit,622500.0,Property sold,2016-05-22,1.2,3006,2955.0,-37.8299,144.9679,Southern Metropolitan,8400
1423,Windsor,6/23 The Avenue,Unit,400000.0,Vendor Bid,2016-05-22,5.1,3181,706.0,-37.8556,144.9977,Southern Metropolitan,4380
1424,South Melbourne,1/295 Clarendon St,Unit,1360000.0,Property sold,2016-05-22,2.1,3205,0.0,-37.8335,144.9611,Southern Metropolitan,5943
1425,Strathmore Heights,5 Lockheed St,House,950000.0,Property sold,2016-05-22,12.5,3041,541.0,-37.7156,144.8975,Western Metropolitan,389
1426,South Melbourne,46 Cobden St,House,1390000.0,Property passed in,2016-05-22,2.1,3205,138.0,-37.8351,144.9675,Southern Metropolitan,5943
1427,South Melbourne,18a Iffla St,House,1615000.0,Property sold,2016-05-22,2.1,3205,577.0,-37.8357,144.9502,Southern Metropolitan,5943
1428,South Kingsville,55 Saltley St,House,1030000.0,Property sold prior,2016-05-22,9.1,3015,224.0,-37.8298,144.8679,Western Metropolitan,984
1429,Cremorne,84 Chestnut St,House,831000.0,Property sold,2016-05-22,2.5,3121,128.0,-37.8291,144.9952,Northern Metropolitan,1123
1430,Travancore,53 Mangalore St,House,1740000.0,Vendor Bid,2016-05-22,5.3,3032,650.0,-37.7796,144.935,Western Metropolitan,1052
1431,Moonee Ponds,1/132 Pascoe Vale Rd,Townhouse,726000.0,Property sold,2016-05-22,6.9,3039,67.0,-37.761,144.9262,Western Metropolitan,6232
1432,Glen Iris,2b York Rd,House,1650000.0,Property passed in,2016-05-22,9.2,3146,400.0,-37.8572,145.0555,Southern Metropolitan,10412
1433,Heidelberg West,5 Mulberry Pde,House,646250.0,Property sold,2016-05-22,9.4,3081,616.0,-37.747,145.0389,Eastern Metropolitan,2674
1434,Balaclava,2/19 Camden St,Unit,474000.0,Property sold,2016-05-22,6.6,3183,0.0,-37.8667,144.9917,Southern Metropolitan,2952
1435,Rosanna,54 Grove Rd,House,1270000.0,Property sold,2016-05-22,11.4,3084,604.0,-37.7435,145.0686,Eastern Metropolitan,3540
1436,West Footscray,2a Hope St,House,705000.0,Property sold,2016-05-22,8.2,3012,308.0,-37.7908,144.8717,Western Metropolitan,5058
1437,West Footscray,135 Suffolk St,House,709000.0,Property sold,2016-05-22,8.2,3012,405.0,-37.79,144.86700000000005,Western Metropolitan,5058
1438,Collingwood,2/60 Budd St,Townhouse,887500.0,Property sold,2016-05-22,1.6,3066,81.0,-37.7961,144.9874,Northern Metropolitan,4553
1439,St Kilda,51/3 Alfred Sq,Unit,610000.0,Property sold,2016-05-22,6.1,3182,1211.0,-37.8644,144.9741,Southern Metropolitan,13240
1440,Yarraville,129 Roberts St,House,1137500.0,Property sold,2016-05-22,7.0,3013,446.0,-37.8146,144.8692,Western Metropolitan,6543
1441,Heidelberg West,23 Morotai Pde,House,520000.0,Vendor Bid,2016-05-22,9.4,3081,594.0,-37.7471,145.0427,Eastern Metropolitan,2674
1442,Elsternwick,5/39 Horne St,House,1007000.0,Property sold,2016-05-22,8.5,3185,125.0,-37.8855,145.001,Southern Metropolitan,4898
1443,Glenroy,54 Cromwell St,House,630000.0,Property sold,2016-05-22,13.0,3046,630.0,-37.7002,144.9232,Northern Metropolitan,8870
1444,Brighton East,25 Agnew St,House,1650000.0,Vendor Bid,2016-05-22,10.7,3187,506.0,-37.9111,145.0108,Southern Metropolitan,6938
1445,Brighton East,18 Curzon St,House,1720000.0,Property sold,2016-05-22,10.7,3187,676.0,-37.9198,145.0137,Southern Metropolitan,6938
1446,Murrumbeena,4/19 Rosella St,Townhouse,860000.0,Property sold prior,2016-05-22,12.1,3163,0.0,-37.8939,145.0715,Southern Metropolitan,4442
1447,Ormond,1/25 Murray Rd,Unit,820000.0,Property passed in,2016-05-22,11.8,3204,238.0,-37.9062,145.02700000000004,Southern Metropolitan,3578
1448,West Footscray,23 Fontein St,House,850000.0,Property sold,2016-05-22,8.2,3012,462.0,-37.8009,144.8653,Western Metropolitan,5058
1449,Brighton East,1 Marriage Rd,House,1815000.0,Property sold,2016-05-22,10.7,3187,732.0,-37.9184,145.007,Southern Metropolitan,6938
1450,St Kilda,13/60 Carlisle St,Unit,420000.0,Property sold,2016-05-22,6.1,3182,0.0,-37.8674,144.9839,Southern Metropolitan,13240
1451,Elsternwick,1/28 Clarence St,Unit,782000.0,Property sold,2016-05-22,8.5,3185,0.0,-37.8921,145.0106,Southern Metropolitan,4898
1452,Caulfield North,3/388 Dandenong Rd,Unit,550000.0,Vendor Bid,2016-05-28,8.1,3161,0.0,-37.8609,145.0126,Southern Metropolitan,6923
1453,Glen Iris,3 Fairview Gr,House,3365000.0,Property sold,2016-05-28,9.2,3146,1339.0,-37.8649,145.0547,Southern Metropolitan,10412
